Asset-Regular,B
FiraSansCondensed-Bold,B
-0.021235760301351547,-0.4476403295993805
0.27681758999824524,-0.428721159696579
0.4616613984107971,-0.3483786880970001
0.5099929571151733,-0.21050992608070374
0.3931722640991211,-0.025107478722929955
0.17147918045520782,0.06236312538385391
-0.24444031715393066,0.01293308287858963
-0.22932058572769165,0.008260434493422508
0.01700204610824585,0.04737541824579239
0.166700541973114,0.07237903773784637
0.2928163707256317,0.11755889654159546
0.44473347067832947,0.18444131314754486
0.5273674726486206,0.26076507568359375
0.5234419107437134,0.36189642548561096
0.47791004180908203,0.4614705741405487
0.3979606628417969,0.5212096571922302
0.28640297055244446,0.5504987239837646
0.14581727981567383,0.5603413581848145
-0.027650605887174606,0.5527369976043701
-0.19668471813201904,0.5200819373130798
-0.3105126917362213,0.45484867691993713
-0.35901930928230286,0.3643040657043457
-0.3658889830112457,0.23424647748470306
-0.349166601896286,0.05565918609499931
-0.3292885422706604,-0.12361270934343338
-0.300394743680954,-0.24415546655654907
-0.25221502780914307,-0.32040461897850037
-0.18872679769992828,-0.3705071210861206
-0.12109949439764023,-0.4019237458705902
-0.05811329931020737,-0.42111650109291077
