Eczar-Regular,O
LobsterTwo-Italic,O
0.0005784481181763113,-0.6028182506561279
0.17071358859539032,-0.6220592856407166
0.22987014055252075,-0.6114588975906372
0.30877190828323364,-0.5783661603927612
0.37589457631111145,-0.5272513628005981
0.43350163102149963,-0.45593276619911194
0.47812727093696594,-0.3551537096500397
0.49996840953826904,-0.22473974525928497
0.49827441573143005,-0.08820445090532303
0.47853443026542664,0.052568428218364716
0.4445644021034241,0.1872900426387787
0.39373525977134705,0.31174054741859436
0.32313287258148193,0.4267212152481079
0.23086470365524292,0.5192691683769226
0.11845409125089645,0.5745226144790649
0.004049627110362053,0.5995945930480957
-0.09260844439268112,0.5932927131652832
-0.17455175518989563,0.5549657344818115
-0.24233059585094452,0.48757001757621765
-0.2929171919822693,0.3900285065174103
-0.32289037108421326,0.2552712857723236
-0.3275488615036011,0.11393443495035172
-0.3113069534301758,-0.011739456094801426
-0.28079724311828613,-0.13116686046123505
-0.23375099897384644,-0.2527357041835785
-0.1701851487159729,-0.3630647361278534
-0.10124978423118591,-0.4482688009738922
-0.039992835372686386,-0.5068930387496948
0.009027010761201382,-0.5438528060913086
0.048408765345811844,-0.5662484169006348
