Eczar-Regular,O
LobsterTwo-Italic,O
0.026923511177301407,-0.5361891984939575
0.08252999186515808,-0.5419917106628418
0.14366266131401062,-0.5310749411582947
0.22595226764678955,-0.5071887373924255
0.29522544145584106,-0.4667879343032837
0.3566184341907501,-0.40446916222572327
0.4123055934906006,-0.31204473972320557
0.453747034072876,-0.19263797998428345
0.4702458083629608,-0.06116889789700508
0.4643145203590393,0.07962273806333542
0.442682147026062,0.21223610639572144
0.40537551045417786,0.33020728826522827
0.349400132894516,0.43623659014701843
0.2748729884624481,0.521882951259613
0.18167467415332794,0.575718879699707
0.06872079521417618,0.6055141687393188
-0.05320586636662483,0.6095629930496216
-0.1708737015724182,0.5759126543998718
-0.27607205510139465,0.5028623342514038
-0.3539028763771057,0.3924131691455841
-0.4004423916339874,0.2458091378211975
-0.4190334379673004,0.09231863170862198
-0.4142518639564514,-0.04067828133702278
-0.3894522190093994,-0.15693798661231995
-0.34598472714424133,-0.26503700017929077
-0.2888679504394531,-0.35786566138267517
-0.2274317443370819,-0.42563483119010925
-0.1703224629163742,-0.46898436546325684
-0.12263563275337219,-0.49482619762420654
-0.08449071645736694,-0.5101948380470276
