Eczar-Regular,O
LobsterTwo-Italic,O
-0.06400544941425323,-0.6297855377197266
0.21640148758888245,-0.6619768142700195
0.2687177360057831,-0.6504917144775391
0.3468300998210907,-0.6115028262138367
0.41277703642845154,-0.554468035697937
0.4675138294696808,-0.4786049425601959
0.5052662491798401,-0.3720542788505554
0.5167138576507568,-0.23065146803855896
0.5060300230979919,-0.0905369371175766
0.47874388098716736,0.05454173684120178
0.4366413652896881,0.19164961576461792
0.376663476228714,0.3193197250366211
0.29586708545684814,0.4375734329223633
0.1924249827861786,0.5283503532409668
0.07451372593641281,0.578134298324585
-0.029211169108748436,0.596149742603302
-0.10739166289567947,0.5846484899520874
-0.16844718158245087,0.546311616897583
-0.21649116277694702,0.4841298460960388
-0.2520540952682495,0.3954428732395172
-0.27143222093582153,0.2711745500564575
-0.2679556906223297,0.13643701374530792
-0.24327337741851807,0.01007082499563694
-0.20371302962303162,-0.11875896900892258
-0.14862936735153198,-0.25242406129837036
-0.07846561074256897,-0.37116187810897827
-0.007314905524253845,-0.4639800488948822
0.05089627951383591,-0.530998170375824
0.09437712281942368,-0.5746738910675049
0.12843205034732819,-0.6011016964912415
