Eczar-Regular,O
LobsterTwo-Italic,O
-0.017810503020882607,-0.4923962950706482
0.01495722122490406,-0.4946667551994324
0.08685649931430817,-0.48036983609199524
0.1761288344860077,-0.4574532210826874
0.24864917993545532,-0.41854560375213623
0.3134464919567108,-0.3561435043811798
0.3756664991378784,-0.26137736439704895
0.42632022500038147,-0.13923990726470947
0.45019471645355225,-0.004204330500215292
0.44879430532455444,0.14004722237586975
0.4307810962200165,0.2684093117713928
0.39682015776634216,0.3776632249355316
0.3439558148384094,0.4733659625053406
0.2742295563220978,0.5462228059768677
0.18867219984531403,0.5906999707221985
0.08061989396810532,0.6155498027801514
-0.04960591346025467,0.617477297782898
-0.18218398094177246,0.5801019668579102
-0.30273672938346863,0.4989331364631653
-0.38996565341949463,0.3781009018421173
-0.4391552805900574,0.22944490611553192
-0.4586438536643982,0.07704316824674606
-0.45338165760040283,-0.056378718465566635
-0.42709237337112427,-0.16968168318271637
-0.38397714495658875,-0.26730355620384216
-0.330798476934433,-0.3469710350036621
-0.27414557337760925,-0.40408414602279663
-0.21975822746753693,-0.44036397337913513
-0.17283964157104492,-0.4620008170604706
-0.13504263758659363,-0.474870502948761
