Eczar-Regular,O
LobsterTwo-Italic,O
-0.08403249830007553,-0.6405665874481201
0.24068936705589294,-0.6797876358032227
0.2853713631629944,-0.6683093309402466
0.3629027009010315,-0.6269174218177795
0.4284079968929291,-0.5672860145568848
0.4818447530269623,-0.4894813001155853
0.5164276361465454,-0.3799965977668762
0.5233359932899475,-0.23347261548042297
0.5086399912834167,-0.09095079451799393
0.4778040647506714,0.05653068795800209
0.4316786825656891,0.194963276386261
0.36712104082107544,0.3242741525173187
0.2814677059650421,0.4437275826931
0.17375148832798004,0.5323018431663513
0.05554855987429619,0.5787564516067505
-0.04257771000266075,0.5938010215759277
-0.11314646154642105,0.581426739692688
-0.16536523401737213,0.5448111295700073
-0.20480597019195557,0.48628532886505127
-0.23338444530963898,0.4030460715293884
-0.24754002690315247,0.2851293683052063
-0.24047769606113434,0.1536724716424942
-0.21231123805046082,0.02426755055785179
-0.16710110008716583,-0.11541274189949036
-0.10567623376846313,-0.26100847125053406
-0.031089134514331818,-0.38616278767585754
0.04014710336923599,-0.481759250164032
0.0949377492070198,-0.5500789284706116
0.13372252881526947,-0.5937161445617676
0.16331452131271362,-0.619426965713501
