PoiretOne-Regular,D
OdibeeSans-Regular,D
-0.22455941140651703,-0.6133068799972534
-0.019069937989115715,-0.6139147281646729
0.0645136758685112,-0.5945659875869751
0.12980787456035614,-0.5613608956336975
0.1866367757320404,-0.5175905823707581
0.23614810407161713,-0.4620431065559387
0.27843716740608215,-0.3885481655597687
0.3105386793613434,-0.2868718206882477
0.32977548241615295,-0.1544867902994156
0.33516955375671387,-0.020102743059396744
0.32660821080207825,0.09713856130838394
0.3085778057575226,0.19895000755786896
0.27801617980003357,0.29824700951576233
0.2304961085319519,0.39183253049850464
0.16727124154567719,0.4731440842151642
0.09234007447957993,0.5301461815834045
0.0064540039747953415,0.5641494989395142
-0.0922645702958107,0.5865132212638855
-0.18362751603126526,0.5903849601745605
-0.2450324147939682,0.5828584432601929
-0.271330863237381,0.5803313851356506
-0.279060959815979,0.5716937780380249
-0.27836453914642334,0.5237188935279846
-0.2762790322303772,0.3948208689689636
-0.2778269052505493,0.13706642389297485
-0.2788379490375519,-0.1942901462316513
-0.2786518335342407,-0.4384581744670868
-0.27419528365135193,-0.5416185855865479
-0.27322956919670105,-0.5817049741744995
-0.26491114497184753,-0.5988349914550781
