PoiretOne-Regular,D
OdibeeSans-Regular,D
-0.09239579737186432,-0.557023286819458
0.061540983617305756,-0.5539879202842712
0.15888731181621552,-0.5291564464569092
0.21618203818798065,-0.4878491163253784
0.2549683153629303,-0.4242299795150757
0.27713167667388916,-0.33303597569465637
0.28464630246162415,-0.1999220848083496
0.2780664563179016,-0.038364868611097336
0.2748308777809143,0.07740672677755356
0.2752613127231598,0.15757307410240173
0.27284103631973267,0.25404396653175354
0.2598569095134735,0.38146165013313293
0.23030515015125275,0.48757463693618774
0.18667593598365784,0.5373574495315552
0.12645629048347473,0.5557212829589844
0.04790784418582916,0.5658853054046631
-0.044884439557790756,0.5717588663101196
-0.1453482210636139,0.5729373097419739
-0.21641376614570618,0.5662542581558228
-0.2445238083600998,0.5675257444381714
-0.2505454123020172,0.560653805732727
-0.2478986233472824,0.5023449063301086
-0.24679847061634064,0.34419748187065125
-0.24749577045440674,0.060832515358924866
-0.24907034635543823,-0.25022968649864197
-0.24766819179058075,-0.4352506995201111
-0.24350321292877197,-0.5018133521080017
-0.2350660264492035,-0.5300659537315369
-0.20800231397151947,-0.5452073812484741
-0.1769721955060959,-0.5540860891342163
