PoiretOne-Regular,D
OdibeeSans-Regular,D
-0.12408550828695297,-0.5678173303604126
0.04231105372309685,-0.5664808750152588
0.13859297335147858,-0.5425069332122803
0.20021291077136993,-0.5038338303565979
0.2448483407497406,-0.44671183824539185
0.27473753690719604,-0.36691731214523315
0.29032009840011597,-0.25240787863731384
0.29052701592445374,-0.09533936530351639
0.28601744771003723,0.03948960825800896
0.2834649384021759,0.13191582262516022
0.2795664668083191,0.22395476698875427
0.2663482427597046,0.34005674719810486
0.2359447479248047,0.45160752534866333
0.1895217001438141,0.520265519618988
0.128414124250412,0.5496730804443359
0.05211047828197479,0.5649336576461792
-0.03875737637281418,0.5751633644104004
-0.13901199400424957,0.578376054763794
-0.214146688580513,0.5710854530334473
-0.24709689617156982,0.569504976272583
-0.25555282831192017,0.5664495229721069
-0.2539348900318146,0.5214616060256958
-0.2520109713077545,0.38955438137054443
-0.2526710033416748,0.1315518617630005
-0.2537490725517273,-0.18959973752498627
-0.25362539291381836,-0.4137602746486664
-0.24931791424751282,-0.502086877822876
-0.2449636161327362,-0.5364872813224792
-0.22427360713481903,-0.5535051226615906
-0.1929512917995453,-0.562645435333252
