PoiretOne-Regular,D
OdibeeSans-Regular,D
-0.06004835665225983,-0.5460463166236877
0.08245065063238144,-0.5412365198135376
0.1789504736661911,-0.5159594416618347
0.2303316593170166,-0.47125741839408875
0.26212677359580994,-0.3991300165653229
0.27632445096969604,-0.29382142424583435
0.27575063705444336,-0.14193178713321686
0.2656697928905487,0.012175653129816055
0.2669832408428192,0.10579127073287964
0.269506573677063,0.17956973612308502
0.2677842676639557,0.28552380204200745
0.25479984283447266,0.424052894115448
0.2286631464958191,0.5169847011566162
0.19008007645606995,0.5485997200012207
0.1303049772977829,0.5573532581329346
0.048559851944446564,0.5630347728729248
-0.046962663531303406,0.5658133625984192
-0.1485053300857544,0.566592812538147
-0.21717244386672974,0.5619255304336548
-0.24214407801628113,0.566681981086731
-0.24571393430233002,0.5574835538864136
-0.242153137922287,0.4890696406364441
-0.2416616529226303,0.31103748083114624
-0.24279338121414185,0.010224566794931889
-0.2448512762784958,-0.28950077295303345
-0.24232758581638336,-0.4450397193431854
-0.23844589293003082,-0.4984142780303955
-0.22564396262168884,-0.5231146812438965
-0.19532863795757294,-0.5370763540267944
-0.1647634506225586,-0.5458264350891113
