PoiretOne-Regular,D
OdibeeSans-Regular,D
-0.153132364153862,-0.5786136984825134
0.025144163519144058,-0.5786482095718384
0.11883722245693207,-0.5557752847671509
0.18298999965190887,-0.5191105604171753
0.23223771154880524,-0.4668464660644531
0.26886776089668274,-0.3958566188812256
0.29245325922966003,-0.29631659388542175
0.300864040851593,-0.15304197371006012
0.29938822984695435,-0.007629633881151676
0.29481077194213867,0.10100463032722473
0.28866416215896606,0.19377225637435913
0.2745531499385834,0.3009565770626068
0.24414251744747162,0.4103589355945587
0.19649791717529297,0.49490511417388916
0.1341588795185089,0.5391795635223389
0.05890896916389465,0.5610016584396362
-0.03024575673043728,0.5762079954147339
-0.13026703894138336,0.5829195976257324
-0.20976297557353973,0.576406717300415
-0.24894030392169952,0.5720473527908325
-0.26029491424560547,0.5717377662658691
-0.2603392004966736,0.5392274260520935
-0.2576488256454468,0.4337919056415558
-0.2581636905670166,0.20764854550361633
-0.2590181231498718,-0.1136675626039505
-0.259767085313797,-0.3780447244644165
-0.25595125555992126,-0.4975743889808655
-0.25311562418937683,-0.5417082905769348
-0.24099312722682953,-0.5617936253547668
-0.21138116717338562,-0.5716114044189453
