Ligconsolata-Bold,A
Atma-Regular,A
0.014677755534648895,-0.4539465308189392
0.08574669808149338,-0.35063835978507996
0.26059189438819885,0.21455912292003632
0.3717453181743622,0.5625084638595581
0.42756104469299316,0.6287476420402527
0.38274285197257996,0.5892276763916016
0.35447582602500916,0.5302748084068298
0.3262116611003876,0.4340682625770569
0.29362037777900696,0.3173372447490692
0.2554064691066742,0.25579848885536194
0.19207195937633514,0.24949835240840912
0.1125592365860939,0.2511022686958313
0.025637952610850334,0.2504112124443054
-0.06604674458503723,0.2500510811805725
-0.1481768935918808,0.24609345197677612
-0.2127179652452469,0.24886244535446167
-0.2548273503780365,0.27402442693710327
-0.28121376037597656,0.3378506004810333
-0.3048979938030243,0.4295260012149811
-0.33579882979393005,0.5356355905532837
-0.37527552247047424,0.6050764322280884
-0.3780953586101532,0.6141871213912964
-0.3541319966316223,0.5824048519134521
-0.3260408341884613,0.4829391837120056
-0.26186591386795044,0.3182866871356964
-0.17244870960712433,0.0681893602013588
-0.07942792773246765,-0.19807034730911255
-0.015241819433867931,-0.3384135365486145
0.015108860097825527,-0.39235225319862366
0.02462729439139366,-0.4178583025932312
