Ligconsolata-Bold,A
Atma-Regular,A
0.03365783393383026,-0.4942513704299927
0.10831230878829956,-0.43158960342407227
0.287149578332901,0.14640000462532043
0.4099400043487549,0.5432353019714355
0.4434187710285187,0.6142374277114868
0.42477157711982727,0.5798718333244324
0.3984759449958801,0.511579692363739
0.36956024169921875,0.41990289092063904
0.3331618010997772,0.29524698853492737
0.2983280122280121,0.21854087710380554
0.24166074395179749,0.20234957337379456
0.16028650104999542,0.20432280004024506
0.06474588811397552,0.20447419583797455
-0.041065722703933716,0.2063126266002655
-0.14292527735233307,0.20599719882011414
-0.21726465225219727,0.20752473175525665
-0.2661064565181732,0.24206291139125824
-0.3018108308315277,0.31663283705711365
-0.33032307028770447,0.4053380787372589
-0.35590633749961853,0.5107312798500061
-0.3877068758010864,0.5864502787590027
-0.39476341009140015,0.5995594263076782
-0.3704015016555786,0.550068736076355
-0.33102715015411377,0.4170995056629181
-0.2513650059700012,0.21098372340202332
-0.15079063177108765,-0.0836978554725647
-0.06164173036813736,-0.3234246075153351
-0.011660381220281124,-0.428114116191864
0.008373934775590897,-0.47030022740364075
0.011686897836625576,-0.4898949861526489
