Ligconsolata-Bold,A
Atma-Regular,A
0.02928449772298336,-0.4859737753868103
0.10269641876220703,-0.41401565074920654
0.28151756525039673,0.16258004307746887
0.4024868905544281,0.5484840273857117
0.44007229804992676,0.6178474426269531
0.4159281551837921,0.5818533897399902
0.38940081000328064,0.5158745050430298
0.36023271083831787,0.4242979884147644
0.32460758090019226,0.3010345995426178
0.2892858684062958,0.22704263031482697
0.2309424728155136,0.21286369860172272
0.14953204989433289,0.21493352949619293
0.0560784637928009,0.21490246057510376
-0.046182986348867416,0.21647170186042786
-0.14313791692256927,0.21518391370773315
-0.21482597291469574,0.21630048751831055
-0.2626872658729553,0.24783118069171906
-0.29634201526641846,0.31837397813796997
-0.3235117495059967,0.406022846698761
-0.3506695032119751,0.5117126703262329
-0.3836827278137207,0.5889730453491211
-0.3916248679161072,0.6041946411132812
-0.3682062327861786,0.5613461136817932
-0.33293387293815613,0.43947744369506836
-0.25807660818099976,0.2476320117712021
-0.16022011637687683,-0.03549491614103317
-0.06791223585605621,-0.28889283537864685
-0.013156832195818424,-0.4057597815990448
0.010158508084714413,-0.4522261917591095
0.015227455645799637,-0.47399911284446716
