Ligconsolata-Bold,A
Atma-Regular,A
0.010343790054321289,-0.4421637952327728
0.07958932965993881,-0.3262290060520172
0.251951664686203,0.23200057446956635
0.35892438888549805,0.5663455724716187
0.42222312092781067,0.6321712136268616
0.37034252285957336,0.592545747756958
0.3405858278274536,0.5354644656181335
0.3132975697517395,0.43658503890037537
0.28191855549812317,0.32280752062797546
0.24253036081790924,0.26692652702331543
0.17823870480060577,0.2633376121520996
0.10009459406137466,0.2646658420562744
0.015002514235675335,0.26375919580459595
-0.0730644166469574,0.2622773349285126
-0.15125198662281036,0.2582859694957733
-0.2134956270456314,0.26156967878341675
-0.25242096185684204,0.2856508493423462
-0.2769507169723511,0.3511400818824768
-0.30007869005203247,0.44654130935668945
-0.3328167796134949,0.551722526550293
-0.37393999099731445,0.6118359565734863
-0.37226834893226624,0.6161820888519287
-0.34756094217300415,0.5859052538871765
-0.32058268785476685,0.4902893602848053
-0.25833842158317566,0.3310408592224121
-0.17137977480888367,0.08850730210542679
-0.07985593378543854,-0.17576615512371063
-0.014546895399689674,-0.3178691267967224
0.016930820420384407,-0.37177982926368713
0.027328331023454666,-0.39735525846481323
