Ligconsolata-Bold,A
Atma-Regular,A
0.024487273767590523,-0.47635820508003235
0.09716791659593582,-0.39466580748558044
0.27524852752685547,0.17938868701457977
0.3936169743537903,0.5534169673919678
0.43632471561431885,0.6214757561683655
0.4058787524700165,0.5839968919754028
0.37900614738464355,0.5204187631607056
0.3498481214046478,0.4280714690685272
0.3151196241378784,0.30656036734580994
0.279056578874588,0.23596295714378357
0.21892011165618896,0.22419950366020203
0.13774657249450684,0.22624264657497406
0.0465097576379776,0.22599641978740692
-0.05223442241549492,0.22716112434864044
-0.14412285387516022,0.22482435405254364
-0.21319745481014252,0.22606346011161804
-0.25976574420928955,0.25517821311950684
-0.2910301983356476,0.32216447591781616
-0.3168501555919647,0.40995144844055176
-0.345285028219223,0.5158137083053589
-0.3801725506782532,0.5930061936378479
-0.3877462148666382,0.608099102973938
-0.3646334707736969,0.5703057050704956
-0.3325256407260895,0.45776814222335815
-0.2619728446006775,0.2772209048271179
-0.16700589656829834,0.00623460253700614
-0.07322617620229721,-0.25558602809906006
-0.0143937012180686,-0.38294050097465515
0.011801932007074356,-0.4329756796360016
0.018575886264443398,-0.4565289318561554
