Rancho-Regular,J
Pridi-SemiBold,J
-0.07633841782808304,-0.42963001132011414
0.35844042897224426,-0.4286319315433502
0.17643389105796814,-0.4201408326625824
0.1711559146642685,-0.259808748960495
0.17481863498687744,0.07049114257097244
0.1829015165567398,0.3992357850074768
0.16027027368545532,0.6010076999664307
0.11705923825502396,0.6852033138275146
0.06274286657571793,0.7184008359909058
0.005979518871754408,0.7319372892379761
-0.05651886388659477,0.7336379289627075
-0.12661251425743103,0.7262381911277771
-0.19115617871284485,0.7083258628845215
-0.24178935587406158,0.6813012361526489
-0.27705809473991394,0.6488020420074463
-0.30025866627693176,0.613723874092102
-0.3158515989780426,0.5781182050704956
-0.3263728618621826,0.54371178150177
-0.33248215913772583,0.5116963386535645
-0.3345978856086731,0.4823377728462219
-0.333854615688324,0.45572400093078613
-0.33134064078330994,0.4320757985115051
-0.32773467898368835,0.4116255044937134
-0.3234933912754059,0.39446887373924255
-0.3189787268638611,0.38047274947166443
-0.31447991728782654,0.36930325627326965
-0.31020721793174744,0.36052510142326355
-0.3062908351421356,0.35368818044662476
-0.3027922809123993,0.34837737679481506
-0.299720823764801,0.3442353308200836
