Gelasio-SemiBoldItalic,V
MavenProVFBeta,V
0.5491724014282227,-0.537696123123169
0.4710620045661926,-0.4985503554344177
0.4495203495025635,-0.45146992802619934
0.33248335123062134,-0.17716173827648163
0.18688802421092987,0.19793367385864258
0.0876060500741005,0.434532105922699
0.032388024032115936,0.5242931246757507
0.001539864344522357,0.5477224588394165
-0.021546496078372,0.5495704412460327
-0.04295055940747261,0.5378047227859497
-0.06500988453626633,0.5126988887786865
-0.0876331478357315,0.47419556975364685
-0.1099589467048645,0.42149582505226135
-0.1324007511138916,0.35415270924568176
-0.15651121735572815,0.27397552132606506
-0.18373265862464905,0.1845189332962036
-0.21457231044769287,0.08769390732049942
-0.2485436052083969,-0.016082843765616417
-0.2841297388076782,-0.12155245244503021
-0.31843751668930054,-0.21808753907680511
-0.3474784791469574,-0.2983769476413727
-0.3698170483112335,-0.36131948232650757
-0.3878389596939087,-0.40866178274154663
-0.4033072590827942,-0.4438413381576538
-0.41543465852737427,-0.46798810362815857
-0.42394793033599854,-0.48232653737068176
-0.42859041690826416,-0.48934948444366455
-0.429360032081604,-0.49187377095222473
-0.4274933338165283,-0.492214560508728
-0.42402976751327515,-0.4915795624256134
