Gelasio-SemiBoldItalic,V
MavenProVFBeta,V
0.6833136081695557,-0.5515745878219604
0.48159584403038025,-0.5269404649734497
0.5432589650154114,-0.5010682344436646
0.4406246244907379,-0.2870815396308899
0.2764604389667511,0.04675843194127083
0.13969293236732483,0.3341814875602722
0.04802418127655983,0.4887385368347168
-0.010733458213508129,0.5493202209472656
-0.05131363868713379,0.5661740303039551
-0.07866500318050385,0.560028612613678
-0.09827920794487,0.5377711057662964
-0.11629843711853027,0.5023013353347778
-0.1342810094356537,0.45317956805229187
-0.15275287628173828,0.3874480724334717
-0.17349721491336823,0.3008444011211395
-0.1991277039051056,0.1893754005432129
-0.23135758936405182,0.05062307417392731
-0.268337219953537,-0.10608921200037003
-0.3050006031990051,-0.25738608837127686
-0.33777931332588196,-0.377577006816864
-0.3705044388771057,-0.4555467665195465
-0.4046882092952728,-0.49932894110679626
-0.4339841306209564,-0.521273672580719
-0.4510432481765747,-0.530934751033783
-0.45193397998809814,-0.5316182971000671
-0.43777820467948914,-0.5240006446838379
-0.4002467095851898,-0.5134617686271667
-0.3501829504966736,-0.5085545778274536
-0.3102874159812927,-0.5109564065933228
-0.2782793641090393,-0.5175174474716187
