Gelasio-SemiBoldItalic,V
MavenProVFBeta,V
0.5758763551712036,-0.5408422946929932
0.476084440946579,-0.5045292973518372
0.46841272711753845,-0.4619098901748657
0.35207420587539673,-0.19920353591442108
0.20087341964244843,0.17228928208351135
0.09443206340074539,0.4201243817806244
0.033083055168390274,0.520605206489563
-0.002310247626155615,0.5489650368690491
-0.027966564521193504,0.5526632070541382
-0.05004856735467911,0.5415899753570557
-0.0716889351606369,0.516759991645813
-0.0934772938489914,0.47856470942497253
-0.11478301137685776,0.4263575077056885
-0.1361752450466156,0.35930243134498596
-0.1593645066022873,0.2783479392528534
-0.18600815534591675,0.18625688552856445
-0.216837078332901,0.0845094844698906
-0.25134778022766113,-0.02601965144276619
-0.28756552934646606,-0.1379992663860321
-0.32183387875556946,-0.23914983868598938
-0.3501362204551697,-0.32198160886764526
-0.37244558334350586,-0.38508251309394836
-0.3915664553642273,-0.4311564564704895
-0.40780109167099,-0.46371471881866455
-0.4199812710285187,-0.48418259620666504
-0.42804789543151855,-0.4951218366622925
-0.43117982149124146,-0.49951809644699097
-0.4299727976322174,-0.5003254413604736
-0.4260832369327545,-0.4992799162864685
-0.4199052155017853,-0.49547964334487915
