Gelasio-SemiBoldItalic,V
MavenProVFBeta,V
0.7024674415588379,-0.554439902305603
0.4850275218486786,-0.5326864719390869
0.5605230331420898,-0.5090455412864685
0.4629409611225128,-0.3059787452220917
0.29866889119148254,0.014115464873611927
0.1553889662027359,0.3074515759944916
0.05531696602702141,0.47564345598220825
-0.010188893415033817,0.5472947359085083
-0.055761441588401794,0.5693034529685974
-0.08577275276184082,0.5651488304138184
-0.10542570054531097,0.5439070463180542
-0.12239693105220795,0.5094624757766724
-0.13956357538700104,0.4613138735294342
-0.15745873749256134,0.39580658078193665
-0.1777171939611435,0.30685997009277344
-0.20317873358726501,0.18744559586048126
-0.23569199442863464,0.03384145349264145
-0.27261850237846375,-0.13949602842330933
-0.3085046112537384,-0.3013400435447693
-0.3422105014324188,-0.4187438488006592
-0.38006502389907837,-0.48635759949684143
-0.4200693666934967,-0.5197896957397461
-0.4505269527435303,-0.5352660417556763
-0.46119946241378784,-0.5398359894752502
-0.45109230279922485,-0.5343983173370361
-0.4162956178188324,-0.5231878757476807
-0.3616436719894409,-0.5163059830665588
-0.3156167268753052,-0.5173935890197754
-0.28007009625434875,-0.5236009955406189
-0.24870634078979492,-0.5315741896629333
