Livvic-ThinItalic,A
Charm-Regular,A
0.15231789648532867,-0.540081799030304
0.2736726999282837,-0.5614382028579712
0.23191307485103607,-0.29590490460395813
0.2109859734773636,0.23449885845184326
0.23152533173561096,0.5327810645103455
0.3470571041107178,0.5890860557556152
0.2554389536380768,0.5562375783920288
0.10784123092889786,0.5803587436676025
0.23973733186721802,0.5122431516647339
0.23512893915176392,0.35844025015830994
0.2206398844718933,0.19760408997535706
0.18788467347621918,0.1349220871925354
0.1059255376458168,0.14326684176921844
-0.009593058377504349,0.1492832750082016
-0.10866809636354446,0.14514946937561035
-0.1707550585269928,0.17409038543701172
-0.22000205516815186,0.2916155159473419
-0.28901585936546326,0.465445876121521
-0.3668314218521118,0.5715696811676025
-0.49643370509147644,0.5908912420272827
-0.512420117855072,0.5893772840499878
-0.30758005380630493,0.5475729703903198
-0.1957504153251648,0.5516618490219116
-0.288316011428833,0.5400503873825073
-0.26491573452949524,0.3978240489959717
-0.12488546222448349,0.05434287339448929
0.023548372089862823,-0.3387812674045563
0.08793321996927261,-0.48593270778656006
0.08650520443916321,-0.5208085179328918
0.06464828550815582,-0.53167724609375
