Livvic-ThinItalic,A
Charm-Regular,A
0.15795736014842987,-0.5647764801979065
0.21814200282096863,-0.562739372253418
0.25329962372779846,-0.10640460252761841
0.3025262951850891,0.421318918466568
0.3530755043029785,0.5946564078330994
0.4033637046813965,0.5870194435119629
0.2738461494445801,0.5533827543258667
0.33080512285232544,0.4654925465583801
0.30415013432502747,0.3025829493999481
0.2804208993911743,0.21383629739284515
0.2241261601448059,0.20745699107646942
0.1354266107082367,0.21252308785915375
0.02763698436319828,0.21155667304992676
-0.09065639972686768,0.20918822288513184
-0.19182559847831726,0.20431244373321533
-0.262182354927063,0.23119662702083588
-0.3161194920539856,0.3328821361064911
-0.3695741593837738,0.4777598977088928
-0.4444906413555145,0.5896812677383423
-0.5571614503860474,0.6140633821487427
-0.5602595806121826,0.6083682775497437
-0.39424726366996765,0.5775324702262878
-0.4098667502403259,0.5518125891685486
-0.3670821487903595,0.43399202823638916
-0.24346984922885895,0.20458216965198517
-0.08652003854513168,-0.1484113484621048
0.03318072482943535,-0.3999956548213959
0.08343891054391861,-0.4910825490951538
0.09519706666469574,-0.5222356915473938
0.09168752282857895,-0.5350657105445862
