Livvic-ThinItalic,A
Charm-Regular,A
0.15215912461280823,-0.5693738460540771
0.2080511748790741,-0.5603395104408264
0.258236289024353,-0.08901027590036392
0.3217116594314575,0.4354345202445984
0.3703047037124634,0.6009818315505981
0.39691534638404846,0.5917724370956421
0.316416472196579,0.5344788432121277
0.3391840159893036,0.4304789900779724
0.31331145763397217,0.2858636677265167
0.2847232222557068,0.22000767290592194
0.22041983902454376,0.22074931859970093
0.12914428114891052,0.22368209064006805
0.02123844437301159,0.22193168103694916
-0.09781962633132935,0.22045913338661194
-0.20205120742321014,0.21560357511043549
-0.2761349081993103,0.23516927659511566
-0.33056405186653137,0.3214607238769531
-0.38240015506744385,0.45598310232162476
-0.4500967860221863,0.5768020153045654
-0.556930422782898,0.6209118962287903
-0.5790585875511169,0.6226425170898438
-0.4563974440097809,0.5899209380149841
-0.43992894887924194,0.5412696599960327
-0.37500452995300293,0.416730672121048
-0.25146687030792236,0.19431747496128082
-0.09677669405937195,-0.14192569255828857
0.024408580735325813,-0.3880084156990051
0.07920712977647781,-0.4853082597255707
0.09593932330608368,-0.5206159949302673
0.09599439054727554,-0.5355513691902161
