Livvic-ThinItalic,A
Charm-Regular,A
0.16926921904087067,-0.554861307144165
0.24002832174301147,-0.5642787218093872
0.24406959116458893,-0.1617368459701538
0.2607632875442505,0.37299883365631104
0.3146805465221405,0.576083779335022
0.3941669464111328,0.5745047330856323
0.2040373980998993,0.5656212568283081
0.2804023325443268,0.5419375896453857
0.2880456745624542,0.39050549268722534
0.26570355892181396,0.23421572148799896
0.2349167764186859,0.17713719606399536
0.16107039153575897,0.1822887510061264
0.05535556748509407,0.186244934797287
-0.06284575909376144,0.1834011673927307
-0.16057848930358887,0.17833751440048218
-0.22596366703510284,0.21280784904956818
-0.27985087037086487,0.33086082339286804
-0.33886533975601196,0.49028337001800537
-0.41826778650283813,0.5902416110038757
-0.5399229526519775,0.6020684242248535
-0.5331901907920837,0.5925115346908569
-0.331057608127594,0.5557337999343872
-0.30459094047546387,0.5581571459770203
-0.3538428843021393,0.48211681842803955
-0.2456486076116562,0.26723769307136536
-0.08968431502580643,-0.10651016980409622
0.03703250735998154,-0.3996075391769409
0.08602313697338104,-0.49541568756103516
0.09057744592428207,-0.5235180258750916
0.08059459179639816,-0.5339929461479187
