Livvic-ThinItalic,A
Charm-Regular,A
0.1641315519809723,-0.5598881244659424
0.22885923087596893,-0.5639966726303101
0.2485516369342804,-0.13002565503120422
0.28192296624183655,0.400848925113678
0.3347916007041931,0.5854322910308838
0.40282806754112244,0.5774002075195312
0.23047728836536407,0.5691342353820801
0.3152981698513031,0.5073934197425842
0.2959398031234741,0.33691197633743286
0.27439427375793457,0.21620231866836548
0.23013582825660706,0.19169804453849792
0.14664912223815918,0.1986723691225052
0.03930056840181351,0.1994638890028
-0.07866697758436203,0.1964583545923233
-0.1776566505432129,0.19164517521858215
-0.24517780542373657,0.2240554541349411
-0.29921862483024597,0.3368077874183655
-0.354920357465744,0.48944953083992004
-0.4346788227558136,0.5927653312683105
-0.5511404871940613,0.6072813868522644
-0.5431008338928223,0.5976355671882629
-0.3536348342895508,0.5656980872154236
-0.3623693883419037,0.5586270093917847
-0.36169493198394775,0.4564129412174225
-0.24225105345249176,0.2302280068397522
-0.08465789258480072,-0.13635876774787903
0.03708328679203987,-0.4038519263267517
0.0854477509856224,-0.49435657262802124
0.09321165084838867,-0.5231555104255676
0.08641771227121353,-0.5345214605331421
