Livvic-ThinItalic,A
Charm-Regular,A
0.13899704813957214,-0.581130862236023
0.1834482103586197,-0.5463727116584778
0.27404558658599854,-0.054041020572185516
0.36916109919548035,0.4526734948158264
0.41346418857574463,0.5974350571632385
0.4009440541267395,0.571142315864563
0.3813905119895935,0.49820783734321594
0.3623029887676239,0.3767522871494293
0.338005930185318,0.26987379789352417
0.2943490147590637,0.24075564742088318
0.2190217226743698,0.244435653090477
0.12426737695932388,0.24355803430080414
0.014688696712255478,0.24099913239479065
-0.10794203728437424,0.24116238951683044
-0.22189997136592865,0.23756074905395508
-0.3077845275402069,0.24460607767105103
-0.3679705262184143,0.2970002293586731
-0.4177608788013458,0.39595282077789307
-0.47700342535972595,0.508493185043335
-0.5531548857688904,0.6013733744621277
-0.5945719480514526,0.6312485933303833
-0.5607426762580872,0.6117353439331055
-0.49889177083969116,0.5313146710395813
-0.4286184310913086,0.4128314256668091
-0.3156478703022003,0.23271241784095764
-0.16547377407550812,-0.056192923337221146
-0.02510339580476284,-0.32040753960609436
0.05389642342925072,-0.4537166953086853
0.08781122416257858,-0.5080457925796509
0.09888182580471039,-0.5315515398979187
