Sunflower-Bold,Z
Barlow-Black,Z
0.2868582308292389,0.5168009400367737
-0.25866633653640747,0.5134817957878113
-0.22307808697223663,0.3310331106185913
0.044758621603250504,-0.03641433268785477
0.23278698325157166,-0.3283959627151489
0.25679612159729004,-0.4341717064380646
0.2352757602930069,-0.4473734498023987
0.21910659968852997,-0.4526010751724243
0.1906481832265854,-0.4568265974521637
0.14369145035743713,-0.45849230885505676
0.08151973783969879,-0.4588381350040436
0.01288232859224081,-0.4590246081352234
-0.05096800625324249,-0.45942962169647217
-0.10218046605587006,-0.45984557271003723
-0.13974525034427643,-0.46004408597946167
-0.16669002175331116,-0.46003562211990356
-0.18644803762435913,-0.459945410490036
-0.20144899189472198,-0.4598594903945923
-0.21315935254096985,-0.45977291464805603
-0.22249680757522583,-0.45962417125701904
-0.23015889525413513,-0.4594208300113678
-0.23655708134174347,-0.45930543541908264
-0.24165639281272888,-0.4593904912471771
-0.2454148679971695,-0.45964765548706055
-0.24803850054740906,-0.45999085903167725
-0.2497883141040802,-0.4603579342365265
-0.2508525252342224,-0.46071720123291016
-0.2513573169708252,-0.4610525965690613
-0.2513976991176605,-0.46135517954826355
-0.25105202198028564,-0.4616190493106842
