Sunflower-Bold,Z
Barlow-Black,Z
0.26779624819755554,0.5420501232147217
-0.25330108404159546,0.5423312783241272
-0.2194935828447342,0.38217830657958984
0.027467001229524612,-0.0008239111048169434
0.2235061228275299,-0.31969624757766724
0.2570510804653168,-0.43616020679473877
0.2360878437757492,-0.44890889525413513
0.22448612749576569,-0.4525567889213562
0.20230305194854736,-0.4564553201198578
0.1620941460132599,-0.4581714868545532
0.10613159835338593,-0.45858126878738403
0.04164011776447296,-0.4588490128517151
-0.021482521668076515,-0.45941197872161865
-0.07454149425029755,-0.4600820541381836
-0.11458977311849594,-0.46055489778518677
-0.14354950189590454,-0.4607611894607544
-0.16468079388141632,-0.46080583333969116
-0.1805940419435501,-0.4608001112937927
-0.19294211268424988,-0.46077850461006165
-0.20272763073444366,-0.46069684624671936
-0.21065902709960938,-0.46050700545310974
-0.21729430556297302,-0.4602867066860199
-0.22280317544937134,-0.4601970314979553
-0.2270529568195343,-0.46029555797576904
-0.2300942987203598,-0.4605201482772827
-0.23216722905635834,-0.4607938528060913
-0.23349395394325256,-0.46107110381126404
-0.23422276973724365,-0.461329847574234
-0.23445729911327362,-0.4615590274333954
-0.23427991569042206,-0.46175238490104675
