Sunflower-Bold,Z
Barlow-Black,Z
0.2908257246017456,0.5089178085327148
-0.2599012851715088,0.5040813088417053
-0.2229289412498474,0.31443601846694946
0.05050263926386833,-0.04714033752679825
0.2348625361919403,-0.3307735025882721
0.2560323178768158,-0.43333807587623596
0.2344827502965927,-0.4468860328197479
0.21706420183181763,-0.45263442397117615
0.18686801195144653,-0.45695069432258606
0.13801945745944977,-0.4586014747619629
0.07407164573669434,-0.4589270353317261
0.004303819965571165,-0.4590829908847809
-0.05965505912899971,-0.4594314992427826
-0.11028479784727097,-0.45976558327674866
-0.14712980389595032,-0.4598824679851532
-0.17349594831466675,-0.45981404185295105
-0.19284871220588684,-0.45968756079673767
-0.20756570994853973,-0.4595795273780823
-0.21906615793704987,-0.45947265625
-0.22825193405151367,-0.4593060314655304
-0.23581092059612274,-0.45910945534706116
-0.2420901358127594,-0.45903411507606506
-0.24702206254005432,-0.45916837453842163
-0.25061410665512085,-0.45946386456489563
-0.2531040906906128,-0.4598340690135956
-0.25474870204925537,-0.46022215485572815
-0.25572675466537476,-0.460599422454834
-0.2561594247817993,-0.4609511196613312
-0.25613975524902344,-0.46126875281333923
-0.2557447552680969,-0.46154654026031494
