Sunflower-Bold,Z
Barlow-Black,Z
0.2645777761936188,0.5454466342926025
-0.25245726108551025,0.5460305213928223
-0.21860933303833008,0.38864949345588684
0.025389034301042557,0.00394558347761631
0.22204382717609406,-0.31848493218421936
0.2568446397781372,-0.43637794256210327
0.23601482808589935,-0.44912993907928467
0.22507816553115845,-0.4525790214538574
0.20381750166416168,-0.45642587542533875
0.16459575295448303,-0.4581439197063446
0.10952018201351166,-0.4585581123828888
0.04563538730144501,-0.45883211493492126
-0.017349692061543465,-0.45941150188446045
-0.07065650820732117,-0.46011316776275635
-0.11106319725513458,-0.46062374114990234
-0.140315979719162,-0.46086159348487854
-0.16164256632328033,-0.4609273374080658
-0.1776796132326126,-0.4609345495700836
-0.19010943174362183,-0.4609229564666748
-0.19995063543319702,-0.4608520269393921
-0.20791317522525787,-0.46066921949386597
-0.21456538140773773,-0.4604402184486389
-0.22011134028434753,-0.4603275656700134
-0.2244202345609665,-0.460401713848114
-0.22751693427562714,-0.4606074094772339
-0.22963279485702515,-0.4608664810657501
-0.23099400103092194,-0.4611310660839081
-0.23175306618213654,-0.4613780379295349
-0.23201481997966766,-0.46159568428993225
-0.23186248540878296,-0.46177777647972107
