Sunflower-Bold,Z
Barlow-Black,Z
0.28893324732780457,0.5129082798957825
-0.2593021094799042,0.5088552832603455
-0.2230815440416336,0.3228428065776825
0.04759559780359268,-0.041759345680475235
0.23387061059474945,-0.32960283756256104
0.2564588785171509,-0.4337766766548157
0.23491671681404114,-0.4471360445022583
0.2181190699338913,-0.4526194632053375
0.1887892186641693,-0.456889808177948
0.14088532328605652,-0.45854729413986206
0.0778253823518753,-0.45888257026672363
0.008618227206170559,-0.45905381441116333
-0.05529336631298065,-0.4594310224056244
-0.10621850192546844,-0.45980656147003174
-0.14342477917671204,-0.4599643349647522
-0.17008084058761597,-0.4599258601665497
-0.18963733315467834,-0.45981737971305847
-0.20449791848659515,-0.4597204625606537
-0.21610510349273682,-0.45962390303611755
-0.2253681868314743,-0.4594660997390747
-0.23298056423664093,-0.45926567912101746
-0.23932260274887085,-0.45916983485221863
-0.2443409413099289,-0.45927974581718445
-0.24801763892173767,-0.4595564901828766
-0.25057539343833923,-0.4599137306213379
-0.2522734999656677,-0.46029168367385864
-0.253295361995697,-0.4606604278087616
-0.2537647485733032,-0.46100449562072754
-0.2537754774093628,-0.46131497621536255
-0.25340536236763,-0.46158626675605774
