FiraSansExtraCondensed-SemiBoldItalic,C
OpenSansHebrew-Bold,C
0.3960075378417969,0.46580204367637634
0.40887781977653503,0.43821778893470764
0.4102981686592102,0.43102359771728516
0.3779992163181305,0.48063331842422485
0.34097200632095337,0.5132932066917419
0.28512096405029297,0.5315602421760559
0.20922638475894928,0.5463441610336304
0.12378492951393127,0.550906240940094
0.03193235024809837,0.5416775941848755
-0.07201332598924637,0.5192965865135193
-0.16517984867095947,0.46731463074684143
-0.2337619811296463,0.3840465247631073
-0.27726009488105774,0.2771614193916321
-0.30206936597824097,0.14124052226543427
-0.31089720129966736,-0.0024539779406040907
-0.30300548672676086,-0.12556925415992737
-0.2796233296394348,-0.22394156455993652
-0.24345339834690094,-0.3080110549926758
-0.19820882380008698,-0.37935176491737366
-0.14899371564388275,-0.43297824263572693
-0.10120988637208939,-0.4691857397556305
-0.056152209639549255,-0.4931011497974396
-0.007921222597360611,-0.5103657841682434
0.05032511055469513,-0.5235312581062317
0.11490953713655472,-0.5309788584709167
0.1775962859392166,-0.5315860509872437
0.23340372741222382,-0.5271302461624146
0.279955118894577,-0.5197975039482117
0.3166310787200928,-0.5108245611190796
0.3439188599586487,-0.5004855394363403
