FiraSansExtraCondensed-SemiBoldItalic,C
OpenSansHebrew-Bold,C
0.3515123724937439,0.48487353324890137
0.37273290753364563,0.46039220690727234
0.37019452452659607,0.4550263285636902
0.3347146809101105,0.4973691403865814
0.2943626344203949,0.5241961479187012
0.23542290925979614,0.5401928424835205
0.1601654291152954,0.5524347424507141
0.0791822150349617,0.5530574321746826
-0.010878247208893299,0.5420034527778625
-0.10435698926448822,0.5138450860977173
-0.17955031991004944,0.45577767491340637
-0.23259569704532623,0.37257975339889526
-0.2651049494743347,0.2664955258369446
-0.2828884422779083,0.13153775036334991
-0.2859690189361572,-0.005080756731331348
-0.27450108528137207,-0.12227911502122879
-0.2490893006324768,-0.2200334221124649
-0.21117781102657318,-0.30584147572517395
-0.16450388729572296,-0.37686246633529663
-0.11510259658098221,-0.4290657341480255
-0.068463534116745,-0.4645228087902069
-0.024783708155155182,-0.4886077642440796
0.022796044126152992,-0.5066221356391907
0.08061088621616364,-0.5204549431800842
0.1435742825269699,-0.5279254913330078
0.20297540724277496,-0.5282177329063416
0.2541986107826233,-0.5236479640007019
0.2956843972206116,-0.5165305137634277
0.32740867137908936,-0.5079038739204407
0.35009104013442993,-0.4977060556411743
