FiraSansExtraCondensed-SemiBoldItalic,C
OpenSansHebrew-Bold,C
0.30358871817588806,0.5009286999702454
0.33119043707847595,0.4813171327114105
0.32513102889060974,0.47766485810279846
0.2873041033744812,0.5117769837379456
0.24439485371112823,0.5337088108062744
0.184249609708786,0.5479347705841064
0.11182959377765656,0.5573239326477051
0.03336258977651596,0.5548742413520813
-0.05395452305674553,0.5412039756774902
-0.1319800317287445,0.5054041147232056
-0.19028444588184357,0.4434133470058441
-0.23026731610298157,0.36114320158958435
-0.25381895899772644,0.2546202838420868
-0.2642231285572052,0.12511445581912994
-0.26161661744117737,-0.0028989382553845644
-0.24709294736385345,-0.11671613901853561
-0.21974506974220276,-0.21652112901210785
-0.1801837682723999,-0.30386024713516235
-0.1327541172504425,-0.37402015924453735
-0.08404762297868729,-0.42519110441207886
-0.03913688287138939,-0.4604156017303467
0.0027231748681515455,-0.48495495319366455
0.048980727791786194,-0.5037693381309509
0.1056051179766655,-0.5182152986526489
0.16656966507434845,-0.5257317423820496
0.22278249263763428,-0.5258015990257263
0.2699394226074219,-0.5211540460586548
0.3070302903652191,-0.5141427516937256
0.3343888521194458,-0.5055927038192749
0.35304707288742065,-0.49511831998825073
