FiraSansExtraCondensed-SemiBoldItalic,C
OpenSansHebrew-Bold,C
0.23502860963344574,0.519356369972229
0.2656044065952301,0.5069891810417175
0.25569456815719604,0.5058479309082031
0.21614433825016022,0.5283238291740417
0.1723097711801529,0.5450807809829712
0.1144055500626564,0.5571966171264648
0.04574572294950485,0.5626589059829712
-0.032386478036642075,0.5570251941680908
-0.10562240332365036,0.5353586673736572
-0.15975040197372437,0.49079790711402893
-0.19902893900871277,0.4271087050437927
-0.22500909864902496,0.3462437093257904
-0.23856619000434875,0.24012061953544617
-0.2389768660068512,0.12233065068721771
-0.2292313426733017,0.005724762566387653
-0.21088168025016785,-0.10834243893623352
-0.18056140840053558,-0.21440574526786804
-0.13874365389347076,-0.30374881625175476
-0.09086370468139648,-0.3728635907173157
-0.043776970356702805,-0.42319780588150024
-0.0017402508528903127,-0.45846664905548096
0.0371771939098835,-0.4837128221988678
0.0810348391532898,-0.5034877061843872
0.1353723704814911,-0.5184504985809326
0.19310811161994934,-0.525667130947113
0.24472270905971527,-0.5250892043113708
0.28626748919487,-0.5198926329612732
0.31734126806259155,-0.5123794078826904
0.3389632999897003,-0.503054678440094
0.35306841135025024,-0.4911016523838043
