FiraSansExtraCondensed-SemiBoldItalic,C
OpenSansHebrew-Bold,C
0.21438121795654297,0.5245196223258972
0.24373719096183777,0.5132381916046143
0.23351828753948212,0.513380229473114
0.19403353333473206,0.532753050327301
0.15083971619606018,0.5482200384140015
0.09415403008460999,0.5596983432769775
0.02577105164527893,0.5641562938690186
-0.05135021731257439,0.5572402477264404
-0.11807390302419662,0.5325973033905029
-0.1657632738351822,0.4865516722202301
-0.2004678100347519,0.4230349063873291
-0.22299592196941376,0.3426460325717926
-0.23384997248649597,0.2373463213443756
-0.23150154948234558,0.12300074845552444
-0.21976350247859955,0.00886734388768673
-0.2001986801624298,-0.10657314956188202
-0.16887271404266357,-0.2151585966348648
-0.12635323405265808,-0.3052132725715637
-0.07837338000535965,-0.37407439947128296
-0.03186478093266487,-0.42416566610336304
0.009198219515383244,-0.4593833088874817
0.04715571179986,-0.4847509562969208
0.09025906026363373,-0.5047007203102112
0.1438433825969696,-0.5196415781974792
0.2004585564136505,-0.5265594124794006
0.2505072355270386,-0.5255944728851318
0.2901928722858429,-0.5200333595275879
0.31936225295066833,-0.5121301412582397
0.3393665850162506,-0.5022860765457153
0.35243579745292664,-0.4895641505718231
