Sansita-Regular,I
ShipporiMinchoB1-Bold,I
-0.2541455924510956,0.6078592538833618
0.24159929156303406,0.6106281280517578
-0.006540052592754364,0.6082044839859009
0.010819767601788044,0.30422699451446533
0.013128874823451042,-0.23533836007118225
0.020631667226552963,-0.5549583435058594
0.03139295428991318,-0.6229716539382935
0.06046590954065323,-0.6310147047042847
0.10514014214277267,-0.6357920169830322
0.15205968916416168,-0.6390841007232666
0.19194214046001434,-0.6408593654632568
0.21978254616260529,-0.6412912607192993
0.23135462403297424,-0.6419893503189087
0.21973052620887756,-0.6428912878036499
0.17726874351501465,-0.639804482460022
0.10686316341161728,-0.634356677532196
0.022741204127669334,-0.630884051322937
-0.05510617792606354,-0.6301642656326294
-0.11145968735218048,-0.6309223175048828
-0.14681927859783173,-0.632060170173645
-0.1688753366470337,-0.6331626176834106
-0.1836555004119873,-0.6341594457626343
-0.19423075020313263,-0.6350492238998413
-0.20204439759254456,-0.6358159184455872
-0.20792758464813232,-0.6364390850067139
-0.21248452365398407,-0.6369348764419556
-0.21611656248569489,-0.6373733878135681
-0.21896779537200928,-0.637826681137085
-0.22107432782649994,-0.6383160948753357
-0.2225293070077896,-0.6388227939605713
