Sansita-Regular,I
ShipporiMinchoB1-Bold,I
-0.19273339211940765,0.5962258577346802
0.18607069551944733,0.5948761701583862
-0.006088229827582836,0.597111701965332
0.00451828446239233,0.35867318511009216
0.005788146052509546,-0.08492322266101837
0.007361968047916889,-0.43624377250671387
0.011120587587356567,-0.5654692649841309
0.025652535259723663,-0.5902972221374512
0.05509025231003761,-0.5986137986183167
0.091569684445858,-0.6044191122055054
0.12630991637706757,-0.6086235642433167
0.15401031076908112,-0.611412763595581
0.17214304208755493,-0.6134674549102783
0.1781894862651825,-0.6151952743530273
0.16907630860805511,-0.6145838499069214
0.14377252757549286,-0.6102685928344727
0.10242845118045807,-0.6045739650726318
0.04770723357796669,-0.600614070892334
-0.00984183605760336,-0.5992707014083862
-0.05776347219944,-0.5997409820556641
-0.09161367267370224,-0.6010134220123291
-0.11419226229190826,-0.6025046110153198
-0.12961705029010773,-0.6039897203445435
-0.1406606137752533,-0.605384349822998
-0.14883235096931458,-0.6066362857818604
-0.15499338507652283,-0.6077030897140503
-0.1597357541322708,-0.6085687875747681
-0.16350440680980682,-0.6092784404754639
-0.16653494536876678,-0.6099273562431335
-0.16885454952716827,-0.6105890274047852
