Sansita-Regular,I
ShipporiMinchoB1-Bold,I
-0.16798821091651917,0.5907367467880249
0.16274237632751465,0.5870786905288696
-0.006513440050184727,0.5899018049240112
0.0022821517195552588,0.37154021859169006
0.003867390798404813,-0.03195406123995781
0.004041490610688925,-0.37970325350761414
0.0055879163555800915,-0.5314769148826599
0.015159995295107365,-0.5681639313697815
0.03823785483837128,-0.5790516138076782
0.06957565248012543,-0.5861778855323792
0.10143856704235077,-0.5914930105209351
0.12837906181812286,-0.5952374935150146
0.1479242593050003,-0.597924530506134
0.15832668542861938,-0.6000217199325562
0.15743480622768402,-0.6003659963607788
0.1443144977092743,-0.5975639224052429
0.11893729865550995,-0.5923653244972229
0.08011909574270248,-0.5872889161109924
0.031048759818077087,-0.584396481513977
-0.0176455769687891,-0.5838427543640137
-0.056588150560855865,-0.5847322344779968
-0.0839579701423645,-0.5862220525741577
-0.10259656608104706,-0.587867796421051
-0.11566473543643951,-0.58949214220047
-0.12520110607147217,-0.5910145044326782
-0.1323486715555191,-0.5923788547515869
-0.13779936730861664,-0.5935408473014832
-0.1420532763004303,-0.5944900512695312
-0.14548328518867493,-0.5952819585800171
-0.14825640618801117,-0.5960178375244141
