Sansita-Regular,I
ShipporiMinchoB1-Bold,I
-0.05357102304697037,0.5452898740768433
0.03553948551416397,0.5500274896621704
-0.00879326555877924,0.5287317633628845
-0.007411839906126261,0.35961857438087463
-0.006464575883001089,0.09324946254491806
-0.007903499528765678,-0.15789590775966644
-0.009821446612477303,-0.31815528869628906
-0.011137451976537704,-0.3964127004146576
-0.009974257089197636,-0.4294406473636627
-0.004963628947734833,-0.4468192756175995
0.003147319657728076,-0.459968239068985
0.012647189199924469,-0.4705119729042053
0.021940911188721657,-0.47816818952560425
0.030244499444961548,-0.4833819270133972
0.03734475374221802,-0.4868432581424713
0.04317474737763405,-0.48898401856422424
0.04770257696509361,-0.49007418751716614
0.05093235895037651,-0.49037256836891174
0.052870675921440125,-0.49012434482574463
0.05347994714975357,-0.4894985258579254
0.05264018103480339,-0.4885498881340027
0.050084054470062256,-0.48722442984580994
0.04526827484369278,-0.48544842004776
0.037283845245838165,-0.48335880041122437
0.02527652122080326,-0.4815236032009125
0.009685042314231396,-0.4807039201259613
-0.007191142067313194,-0.4812461733818054
-0.022729437798261642,-0.48291102051734924
-0.035597775131464005,-0.4852275848388672
-0.045738399028778076,-0.48780933022499084
