Sansita-Regular,I
ShipporiMinchoB1-Bold,I
-0.2154606580734253,0.6007941961288452
0.20670722424983978,0.601270318031311
-0.005938452668488026,0.6022995114326477
0.006652392912656069,0.3426768481731415
0.007854887284338474,-0.13796691596508026
0.011311627924442291,-0.48421481251716614
0.017386343330144882,-0.5905123949050903
0.03694195672869682,-0.607254147529602
0.07212509214878082,-0.6139616966247559
0.11278148740530014,-0.6187511682510376
0.1496315747499466,-0.6220406889915466
0.17758318781852722,-0.6239826679229736
0.1937968134880066,-0.6255094408988953
0.19465316832065582,-0.6269253492355347
0.17583990097045898,-0.6253219842910767
0.136269211769104,-0.6200406551361084
0.07866029441356659,-0.6147994995117188
0.0122434226796031,-0.6121437549591064
-0.047947078943252563,-0.6118727922439575
-0.09211508184671402,-0.6128290295600891
-0.12119261175394058,-0.6141658425331116
-0.14033913612365723,-0.6155329942703247
-0.1536198854446411,-0.616823673248291
-0.16326169669628143,-0.6179925203323364
-0.17043495178222656,-0.619001030921936
-0.17586956918239594,-0.6198240518569946
-0.18010719120502472,-0.6204835772514343
-0.1834973692893982,-0.6210606098175049
-0.18614579737186432,-0.621638298034668
-0.18806731700897217,-0.6222450137138367
