OpenSansCondensed-Bold,C
CreteRound-Regular,C
0.37483885884284973,0.47908443212509155
0.3916478157043457,0.45610636472702026
0.3833563029766083,0.4605647325515747
0.3518139719963074,0.5078949332237244
0.31001004576683044,0.5371180176734924
0.24491716921329498,0.5565168857574463
0.16225875914096832,0.5697141289710999
0.06910886615514755,0.5695743560791016
-0.03897492215037346,0.5541810393333435
-0.1407434493303299,0.508005678653717
-0.22088782489299774,0.42506203055381775
-0.27619996666908264,0.3133363425731659
-0.3080558180809021,0.17419593036174774
-0.31939995288848877,0.022951409220695496
-0.3090880811214447,-0.11251130700111389
-0.2787076234817505,-0.22815078496932983
-0.23268479108810425,-0.32816219329833984
-0.17724795639514923,-0.4064849019050598
-0.11998837441205978,-0.4601404070854187
-0.06571632623672485,-0.494123250246048
-0.010541128925979137,-0.5160144567489624
0.055112164467573166,-0.5302112698554993
0.1297599822282791,-0.5344286561012268
0.2022387981414795,-0.526075541973114
0.2637208104133606,-0.5077699422836304
0.31009331345558167,-0.48343563079833984
0.34130072593688965,-0.4561963379383087
0.3593533933162689,-0.4278397560119629
0.3675737977027893,-0.39845001697540283
0.3703666627407074,-0.36756905913352966
