OpenSansCondensed-Bold,C
CreteRound-Regular,C
0.40591248869895935,0.4456373453140259
0.4139569103717804,0.42431455850601196
0.40927577018737793,0.4368543326854706
0.3781410753726959,0.5006319284439087
0.3319776654243469,0.5401850938796997
0.2572086751461029,0.5667905807495117
0.1587723046541214,0.5849336385726929
0.03919625282287598,0.5874793529510498
-0.09365598112344742,0.5650131702423096
-0.2115047127008438,0.4991862177848816
-0.3009503185749054,0.39397865533828735
-0.3555765450000763,0.2635323405265808
-0.38202840089797974,0.11034661531448364
-0.3833201229572296,-0.03951597958803177
-0.35914209485054016,-0.17215511202812195
-0.31112074851989746,-0.2892787456512451
-0.24599836766719818,-0.3840581476688385
-0.17542976140975952,-0.44923272728919983
-0.10880563408136368,-0.4887932538986206
-0.044890448451042175,-0.5123608112335205
0.02853240631520748,-0.5265190005302429
0.11450283974409103,-0.5288665294647217
0.20212532579898834,-0.515542209148407
0.27905702590942383,-0.48985928297042847
0.3376781940460205,-0.457734078168869
0.37647387385368347,-0.42444661259651184
0.3984259366989136,-0.39194580912590027
0.4086267948150635,-0.3605843186378479
0.4122856855392456,-0.32901835441589355
0.41386333107948303,-0.2923806607723236
