OpenSansCondensed-Bold,C
CreteRound-Regular,C
0.2936703562736511,0.5235975980758667
0.308816134929657,0.512464702129364
0.30681800842285156,0.5043763518333435
0.27677589654922485,0.5240978002548218
0.24238702654838562,0.5348989367485046
0.19168417155742645,0.5421484708786011
0.1313079297542572,0.5469822883605957
0.07104301452636719,0.5422496795654297
0.005290615372359753,0.5279558897018433
-0.06309029459953308,0.5000942945480347
-0.11873585730791092,0.44910988211631775
-0.1597609519958496,0.37499386072158813
-0.18748219311237335,0.2833509147167206
-0.20438584685325623,0.16874602437019348
-0.2125169336795807,0.029493991285562515
-0.21018822491168976,-0.10598812252283096
-0.19905193150043488,-0.2127801924943924
-0.18060041964054108,-0.2909897267818451
-0.15461815893650055,-0.3541806638240814
-0.12206103652715683,-0.4071621000766754
-0.08607777208089828,-0.44762733578681946
-0.050682589411735535,-0.47611716389656067
-0.016457408666610718,-0.49651840329170227
0.021059639751911163,-0.5126196146011353
0.06623078137636185,-0.5256185531616211
0.11569425463676453,-0.5339356660842896
0.16189542412757874,-0.5364469289779663
0.20044411718845367,-0.5344345569610596
0.2302737832069397,-0.529731273651123
0.25189119577407837,-0.5232546329498291
