OpenSansCondensed-Bold,C
CreteRound-Regular,C
0.3391793966293335,0.5028796792030334
0.3583538234233856,0.4822457432746887
0.3504512906074524,0.48032939434051514
0.319465309381485,0.5157198905944824
0.2809874713420868,0.5363757014274597
0.2222951054573059,0.5499559640884399
0.15029500424861908,0.5588949918746948
0.07411951571702957,0.5561226606369019
-0.01216505654156208,0.5413846373558044
-0.0970829650759697,0.5056164860725403
-0.16455267369747162,0.43936824798583984
-0.21351565420627594,0.3462979793548584
-0.2448735386133194,0.22804763913154602
-0.26162073016166687,0.08266270160675049
-0.26183441281318665,-0.060242582112550735
-0.24568581581115723,-0.1788158118724823
-0.21656158566474915,-0.27585849165916443
-0.1781616508960724,-0.3575655221939087
-0.13350233435630798,-0.42076376080513
-0.08718542009592056,-0.46451178193092346
-0.042704809457063675,-0.49337396025657654
0.0034448776859790087,-0.5133321285247803
0.05874186009168625,-0.5277534127235413
0.12156228721141815,-0.5350372195243835
0.18215911090373993,-0.5330456495285034
0.23350219428539276,-0.5234742164611816
0.2726873755455017,-0.5091870427131653
0.2996990978717804,-0.49181899428367615
0.31624117493629456,-0.4716426432132721
0.3248693645000458,-0.4481678009033203
