OpenSansCondensed-Bold,C
CreteRound-Regular,C
0.309726357460022,0.5168718099594116
0.3269995450973511,0.5021533966064453
0.3225526213645935,0.4959157407283783
0.29209741950035095,0.5212535262107849
0.25619152188301086,0.535445511341095
0.20253205299377441,0.5448882579803467
0.13807173073291779,0.5510913133621216
0.07261734455823898,0.5468777418136597
0.0003140754997730255,0.5322880744934082
-0.07331253588199615,0.5019152164459229
-0.13253101706504822,0.4459710419178009
-0.17605112493038177,0.3657371401786804
-0.20493774116039276,0.26588791608810425
-0.22246164083480835,0.13819094002246857
-0.22878475487232208,-0.006627436727285385
-0.22260954976081848,-0.1360735446214676
-0.20584677159786224,-0.23496013879776
-0.18032656610012054,-0.3126682639122009
-0.14764323830604553,-0.37801143527030945
-0.10974898934364319,-0.4293738007545471
-0.07054568827152252,-0.4657347500324249
-0.03281017392873764,-0.49065330624580383
0.006389288697391748,-0.5088902711868286
0.05306060239672661,-0.5231732130050659
0.10651402175426483,-0.5325993299484253
0.1587112545967102,-0.5353187918663025
0.2035522758960724,-0.5322026610374451
0.2387801557779312,-0.52545166015625
0.2642897367477417,-0.5164420008659363
0.28113093972206116,-0.5053470730781555
