OpenSansCondensed-Bold,C
CreteRound-Regular,C
0.3642013669013977,0.48729899525642395
0.3823785185813904,0.4643176794052124
0.3736385703086853,0.46687084436416626
0.34226730465888977,0.51043701171875
0.30152514576911926,0.5369006991386414
0.23851296305656433,0.5543892979621887
0.159386545419693,0.5661740899085999
0.07203789800405502,0.5651537775993347
-0.028821473941206932,0.5501904487609863
-0.12520889937877655,0.5078836679458618
-0.20136584341526031,0.43062397837638855
-0.2550930678844452,0.3247297406196594
-0.28730103373527527,0.1912725567817688
-0.3007279634475708,0.04055071622133255
-0.2938745319843292,-0.09696279466152191
-0.26804569363594055,-0.21267838776111603
-0.22750820219516754,-0.312247097492218
-0.1772586852312088,-0.3925834000110626
-0.12348052114248276,-0.44947582483291626
-0.0716707706451416,-0.48638224601745605
-0.020594879984855652,-0.5103092789649963
0.03853496536612511,-0.5266392230987549
0.10817835479974747,-0.5348503589630127
0.17851832509040833,-0.53168785572052
0.2401365041732788,-0.5182878971099854
0.2881239354610443,-0.49824976921081543
0.3216997981071472,-0.4743577241897583
0.34239739179611206,-0.4483608305454254
0.35281962156295776,-0.4206739366054535
0.3567207455635071,-0.39088594913482666
